n_qubits,n_vertices,n_edges,n_matchings,matching_cx,matching_u3,matching_depth,pauli_cx,pauli_u3,pauli_depth,cx_diff,cx_ratio,graph_index,graph_type,source_file
2,4,1,1,2,3,5,2,3,5,0,1.0,0,erdos_renyi_p0_01,3graph_erdos_renyi_p0_01_4v.g6
2,4,2,1,2,1,3,2,5,5,0,1.0,1,erdos_renyi_p0_01,3graph_erdos_renyi_p0_01_4v.g6
2,4,2,2,2,6,5,2,6,5,0,1.0,2,erdos_renyi_p0_01,3graph_erdos_renyi_p0_01_4v.g6
3,8,1,1,9,10,15,12,10,19,-3,0.75,0,erdos_renyi_p0_01,9graph_erdos_renyi_p0_01_8v.g6
3,8,2,2,17,19,28,12,16,24,5,1.4166666666666667,1,erdos_renyi_p0_01,9graph_erdos_renyi_p0_01_8v.g6
3,8,2,1,16,22,27,12,18,22,4,1.3333333333333333,2,erdos_renyi_p0_01,9graph_erdos_renyi_p0_01_8v.g6
3,8,3,2,27,27,43,25,37,45,2,1.08,3,erdos_renyi_p0_01,9graph_erdos_renyi_p0_01_8v.g6
3,8,3,1,10,15,18,9,15,17,1,1.1111111111111112,4,erdos_renyi_p0_01,9graph_erdos_renyi_p0_01_8v.g6
3,8,4,2,34,41,55,22,37,42,12,1.5454545454545454,5,erdos_renyi_p0_01,9graph_erdos_renyi_p0_01_8v.g6
3,8,3,2,24,29,39,6,11,12,18,4.0,6,erdos_renyi_p0_01,9graph_erdos_renyi_p0_01_8v.g6
3,8,3,3,26,34,44,27,42,49,-1,0.9629629629629629,7,erdos_renyi_p0_01,9graph_erdos_renyi_p0_01_8v.g6
3,8,4,2,34,35,53,20,36,39,14,1.7,8,erdos_renyi_p0_01,9graph_erdos_renyi_p0_01_8v.g6
4,16,1,1,25,22,37,34,50,57,-9,0.7352941176470589,0,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,3,2,32,30,49,33,35,52,-1,0.9696969696969697,1,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,2,1,43,39,63,54,74,91,-11,0.7962962962962963,2,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,3,2,61,52,84,56,63,91,5,1.0892857142857142,3,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,2,2,38,35,55,36,29,55,2,1.0555555555555556,4,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,4,2,88,74,125,86,102,141,2,1.0232558139534884,5,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,4,2,88,76,125,55,84,98,33,1.6,6,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,4,3,87,70,124,89,104,146,-2,0.9775280898876404,7,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,3,3,62,55,91,52,52,82,10,1.1923076923076923,8,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,5,2,72,63,105,61,85,101,11,1.180327868852459,9,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,3,3,61,51,88,41,58,73,20,1.4878048780487805,10,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,6,2,129,107,184,109,139,185,20,1.18348623853211,11,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,3,3,62,53,90,50,72,87,12,1.24,12,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,5,3,104,94,149,79,92,128,25,1.3164556962025316,13,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,5,2,109,97,154,46,83,85,63,2.369565217391304,14,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,5,2,106,90,150,73,87,118,33,1.452054794520548,15,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,5,3,110,87,159,109,129,177,1,1.0091743119266054,16,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,4,1,87,74,126,90,106,146,-3,0.9666666666666667,17,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,6,2,94,80,135,71,89,118,23,1.323943661971831,18,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,5,2,110,87,157,86,129,150,24,1.2790697674418605,19,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,4,2,88,71,126,55,68,89,33,1.6,20,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,5,3,114,89,160,82,94,132,32,1.3902439024390243,21,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,5,3,103,88,148,59,97,107,44,1.7457627118644068,22,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,5,3,108,95,158,103,154,180,5,1.0485436893203883,23,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,4,3,89,75,127,89,115,146,0,1.0,24,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,5,3,107,89,152,59,77,100,48,1.8135593220338984,25,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,4,3,85,76,124,89,99,143,-4,0.9550561797752809,26,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,4,2,85,67,118,64,88,112,21,1.328125,27,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,6,3,132,111,192,73,103,125,59,1.8082191780821917,28,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,8,3,170,141,242,128,193,228,42,1.328125,29,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,6,3,126,106,183,88,126,155,38,1.4318181818181819,30,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,4,3,85,71,122,66,101,116,19,1.2878787878787878,31,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,8,2,165,144,240,94,118,156,71,1.7553191489361701,32,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,6,3,127,110,181,87,103,144,40,1.4597701149425288,33,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,6,2,91,83,128,54,85,100,37,1.6851851851851851,34,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,5,4,110,91,159,96,129,159,14,1.1458333333333333,35,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,5,1,42,37,61,37,53,62,5,1.135135135135135,36,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,6,2,126,110,183,79,91,128,47,1.5949367088607596,37,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,6,3,130,108,185,99,136,171,31,1.3131313131313131,38,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
4,16,6,2,127,111,182,84,103,140,43,1.5119047619047619,39,erdos_renyi_p0_01,40graph_erdos_renyi_p0_01_16v.g6
5,32,8,4,214,232,295,272,339,447,-58,0.7867647058823529,0,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,2,1,54,58,74,113,131,179,-59,0.4778761061946903,1,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,3,1,80,83,112,161,162,245,-81,0.4968944099378882,2,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,6,2,156,169,220,239,316,394,-83,0.6527196652719666,3,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,4,1,104,115,147,132,170,234,-28,0.7878787878787878,4,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,7,3,182,195,251,207,288,354,-25,0.8792270531400966,5,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,4,2,81,80,112,158,171,241,-77,0.5126582278481012,6,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,8,3,208,226,289,287,350,484,-79,0.7247386759581882,7,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,8,2,185,191,257,241,225,366,-56,0.7676348547717843,8,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,5,2,130,142,183,217,248,354,-87,0.5990783410138248,9,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,4,2,104,118,143,129,167,211,-25,0.8062015503875969,10,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,6,2,152,173,214,208,273,361,-56,0.7307692307692307,11,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,6,2,160,173,220,258,320,430,-98,0.6201550387596899,12,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,6,2,164,173,226,249,278,401,-85,0.6586345381526104,13,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,5,1,103,102,142,205,163,294,-102,0.5024390243902439,14,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,7,2,184,204,258,261,282,416,-77,0.7049808429118773,15,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,3,2,78,84,111,123,172,215,-45,0.6341463414634146,16,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,6,3,156,176,213,173,192,275,-17,0.9017341040462428,17,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,1,1,30,28,40,70,86,109,-40,0.42857142857142855,18,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,5,2,132,145,187,233,297,378,-101,0.5665236051502146,19,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,8,3,210,223,288,316,299,476,-106,0.6645569620253164,20,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,7,3,178,197,247,216,279,356,-38,0.8240740740740741,21,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,8,2,216,227,293,358,428,577,-142,0.6033519553072626,22,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,4,3,114,114,155,185,260,309,-71,0.6162162162162163,23,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,6,2,162,174,220,262,368,443,-100,0.6183206106870229,24,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,9,3,242,252,334,341,437,565,-99,0.7096774193548387,25,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,7,2,180,200,247,180,255,314,0,1.0,26,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,7,2,194,197,267,201,215,309,-7,0.9651741293532339,27,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,7,3,190,201,260,246,345,433,-56,0.7723577235772358,28,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,8,3,214,228,303,297,393,504,-83,0.7205387205387206,29,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,4,2,106,111,147,145,201,246,-39,0.7310344827586207,30,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,7,1,180,199,249,210,257,351,-30,0.8571428571428571,31,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,6,2,168,168,224,262,258,394,-94,0.6412213740458015,32,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,8,3,212,228,295,244,352,417,-32,0.8688524590163934,33,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,7,3,182,196,248,271,374,463,-89,0.6715867158671587,34,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,5,2,130,141,182,200,210,327,-70,0.65,35,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,5,2,132,140,182,168,211,275,-36,0.7857142857142857,36,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,8,3,210,219,291,229,273,385,-19,0.9170305676855895,37,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,8,2,214,227,295,313,371,504,-99,0.6837060702875399,38,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,9,3,199,209,278,234,286,378,-35,0.8504273504273504,39,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,9,3,240,252,332,363,451,601,-123,0.6611570247933884,40,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,7,2,180,204,250,264,370,448,-84,0.6818181818181818,41,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,7,2,192,196,262,375,480,610,-183,0.512,42,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,10,5,232,238,312,337,427,570,-105,0.6884272997032641,43,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,10,4,266,281,363,313,452,542,-47,0.8498402555910544,44,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,6,3,158,174,219,230,321,391,-72,0.6869565217391305,45,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
5,32,9,2,240,253,327,336,445,570,-96,0.7142857142857143,46,erdos_renyi_p0_01,100graph_erdos_renyi_p0_01_32v.g6
