n_vertices,n_qubits,n_graphs,avg_edges,avg_matchings,matching_cx_mean,matching_cx_std,matching_cx_min,matching_cx_max,pauli_cx_mean,pauli_cx_std,pauli_cx_min,pauli_cx_max,cx_diff_mean,cx_diff_std,cx_ratio_mean,cx_ratio_std,matching_wins,pauli_wins,draws
4,2,6,2.3333333333333335,2.0,2.3333333333333335,0.5163977794943222,2,3,2.3333333333333335,0.5163977794943222,2,3,0.0,0.0,1.0,0.0,0,0,6
8,3,40,4.4,3.075,30.475,11.110142051758674,8,52,21.475,5.724385534150346,8,29,9.0,7.792172272091315,1.4145870454969671,0.3789563415914482,1,36,3
16,4,100,6.53,3.45,127.52,42.487664282255096,17,251,85.36,22.642375575835054,18,134,42.16,31.637057928060162,1.500015086042233,0.40659747986083505,7,92,1
32,5,100,19.59,5.7,497.83,103.8478933320024,279,724,424.11,59.05191946007506,267,566,73.72,74.52612314016496,1.172008271914126,0.1732474116466716,15,85,0
64,6,100,81.65,10.46,3415.34,380.6148194803781,2528,4330,2124.05,113.00776544337585,1684,2340,1291.29,354.93989518215506,1.6090293875544048,0.16835370201239944,0,100,0
128,7,100,324.93,17.72,19144.68,1004.4073872667204,16128,21956,9312.54,153.48262955708563,8799,9614,9832.14,991.110641368734,2.0560645054814977,0.10747199566843077,0,100,0
