n_qubits,n_vertices,n_edges,n_matchings,matching_cx,matching_u3,matching_depth,pauli_cx,pauli_u3,pauli_depth,cx_diff,cx_ratio,graph_index,graph_type,source_file
2,4,1,1,2,3,5,2,3,5,0,1.0,0,erdos_renyi_p0_04,6graph_erdos_renyi_p0_04_4v.g6
2,4,2,2,2,6,5,2,6,5,0,1.0,1,erdos_renyi_p0_04,6graph_erdos_renyi_p0_04_4v.g6
2,4,2,1,2,1,3,2,5,5,0,1.0,2,erdos_renyi_p0_04,6graph_erdos_renyi_p0_04_4v.g6
2,4,3,3,3,8,7,3,8,7,0,1.0,3,erdos_renyi_p0_04,6graph_erdos_renyi_p0_04_4v.g6
2,4,3,2,2,6,5,2,6,5,0,1.0,4,erdos_renyi_p0_04,6graph_erdos_renyi_p0_04_4v.g6
2,4,3,3,3,8,7,3,8,7,0,1.0,5,erdos_renyi_p0_04,6graph_erdos_renyi_p0_04_4v.g6
3,8,1,1,8,9,13,8,5,12,0,1.0,0,erdos_renyi_p0_04,40graph_erdos_renyi_p0_04_8v.g6
3,8,2,1,16,22,27,12,18,22,4,1.3333333333333333,1,erdos_renyi_p0_04,40graph_erdos_renyi_p0_04_8v.g6
3,8,2,2,17,19,28,16,20,28,1,1.0625,2,erdos_renyi_p0_04,40graph_erdos_renyi_p0_04_8v.g6
3,8,3,2,26,30,43,21,29,37,5,1.2380952380952381,3,erdos_renyi_p0_04,40graph_erdos_renyi_p0_04_8v.g6
3,8,4,3,33,38,56,26,42,48,7,1.2692307692307692,4,erdos_renyi_p0_04,40graph_erdos_renyi_p0_04_8v.g6
3,8,3,3,25,26,39,19,30,36,6,1.3157894736842106,5,erdos_renyi_p0_04,40graph_erdos_renyi_p0_04_8v.g6
3,8,4,3,33,35,52,21,26,36,12,1.5714285714285714,6,erdos_renyi_p0_04,40graph_erdos_renyi_p0_04_8v.g6
3,8,4,3,34,37,54,21,35,42,13,1.619047619047619,7,erdos_renyi_p0_04,40graph_erdos_renyi_p0_04_8v.g6
3,8,4,3,35,39,57,18,28,36,17,1.9444444444444444,8,erdos_renyi_p0_04,40graph_erdos_renyi_p0_04_8v.g6
3,8,3,3,27,31,44,24,34,44,3,1.125,9,erdos_renyi_p0_04,40graph_erdos_renyi_p0_04_8v.g6
3,8,3,2,24,28,40,23,27,38,1,1.0434782608695652,10,erdos_renyi_p0_04,40graph_erdos_renyi_p0_04_8v.g6
3,8,5,3,41,51,68,24,36,46,17,1.7083333333333333,11,erdos_renyi_p0_04,40graph_erdos_renyi_p0_04_8v.g6
