n_qubits,n_vertices,n_edges,n_matchings,matching_cx,matching_u3,matching_depth,pauli_cx,pauli_u3,pauli_depth,cx_diff,cx_ratio,graph_index,graph_type,source_file
2,4,2,1,0,1,1,0,1,1,0,,0,erdos_renyi_p0_20,9graph_erdos_renyi_p0_20_4v.g6
2,4,2,2,2,6,5,2,6,5,0,1.0,1,erdos_renyi_p0_20,9graph_erdos_renyi_p0_20_4v.g6
2,4,4,3,2,6,5,2,6,5,0,1.0,2,erdos_renyi_p0_20,9graph_erdos_renyi_p0_20_4v.g6
2,4,1,1,2,6,5,2,6,5,0,1.0,3,erdos_renyi_p0_20,9graph_erdos_renyi_p0_20_4v.g6
2,4,3,3,3,8,7,3,8,7,0,1.0,4,erdos_renyi_p0_20,9graph_erdos_renyi_p0_20_4v.g6
2,4,3,2,2,5,5,2,4,5,0,1.0,5,erdos_renyi_p0_20,9graph_erdos_renyi_p0_20_4v.g6
2,4,3,3,3,8,7,3,8,7,0,1.0,6,erdos_renyi_p0_20,9graph_erdos_renyi_p0_20_4v.g6
2,4,4,2,2,2,4,2,5,5,0,1.0,7,erdos_renyi_p0_20,9graph_erdos_renyi_p0_20_4v.g6
2,4,5,3,2,6,5,2,6,5,0,1.0,8,erdos_renyi_p0_20,9graph_erdos_renyi_p0_20_4v.g6
3,8,5,3,12,15,21,8,19,17,4,1.5,0,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,9,5,60,73,99,24,40,46,36,2.5,1,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,8,5,36,37,58,26,37,47,10,1.3846153846153846,2,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,7,5,43,49,70,28,47,52,15,1.5357142857142858,3,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,9,6,63,69,103,30,52,58,33,2.1,4,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,7,3,45,50,72,25,40,47,20,1.8,5,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,8,5,56,64,92,23,37,43,33,2.4347826086956523,6,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,5,3,43,48,68,12,19,22,31,3.5833333333333335,7,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,5,5,41,46,67,26,46,50,15,1.5769230769230769,8,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,6,5,52,57,84,25,46,49,27,2.08,9,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,3,2,28,28,46,23,38,43,5,1.2173913043478262,10,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,8,6,66,78,107,30,53,58,36,2.2,11,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,4,3,34,40,57,26,43,49,8,1.3076923076923077,12,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,4,2,35,41,57,23,36,42,12,1.5217391304347827,13,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,10,7,71,83,116,25,42,46,46,2.84,14,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,9,4,35,41,59,20,36,39,15,1.75,15,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,5,3,43,50,70,16,23,30,27,2.6875,16,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,1,1,11,11,17,14,22,25,-3,0.7857142857142857,17,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,7,6,58,63,93,27,47,52,31,2.1481481481481484,18,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,8,5,52,54,82,23,39,44,29,2.260869565217391,19,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,11,5,51,64,87,27,47,51,24,1.8888888888888888,20,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,4,3,21,21,35,18,27,34,3,1.1666666666666667,21,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,9,5,62,66,98,15,23,26,47,4.133333333333334,22,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,4,2,36,38,58,20,33,38,16,1.8,23,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,5,4,43,49,71,27,47,51,16,1.5925925925925926,24,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,7,4,57,62,92,19,32,36,38,3.0,25,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,5,3,28,34,47,21,34,41,7,1.3333333333333333,26,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,7,4,45,49,73,22,37,43,23,2.0454545454545454,27,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,6,4,34,41,57,24,36,45,10,1.4166666666666667,28,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,4,2,18,21,29,5,9,9,13,3.6,29,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,7,3,47,59,79,18,28,34,29,2.611111111111111,30,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,8,5,70,70,110,27,46,51,43,2.5925925925925926,31,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,5,4,29,30,46,21,34,40,8,1.380952380952381,32,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,2,2,17,16,27,14,20,28,3,1.2142857142857142,33,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,5,3,41,48,66,24,39,45,17,1.7083333333333333,34,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,9,5,34,43,57,26,42,48,8,1.3076923076923077,35,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,8,5,56,62,91,22,34,41,34,2.5454545454545454,36,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,7,4,34,40,58,22,40,43,12,1.5454545454545454,37,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,5,4,41,45,65,16,30,31,25,2.5625,38,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,6,4,37,42,60,29,48,55,8,1.2758620689655173,39,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,3,2,27,31,44,20,32,38,7,1.35,40,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,7,6,58,68,95,27,48,51,31,2.1481481481481484,41,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,10,5,37,43,59,26,45,50,11,1.4230769230769231,42,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,5,3,10,15,18,14,15,24,-4,0.7142857142857143,43,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,8,4,39,46,65,24,44,47,15,1.625,44,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,5,4,41,46,66,27,48,52,14,1.5185185185185186,45,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,6,3,21,24,36,17,27,33,4,1.2352941176470589,46,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,4,3,32,38,51,16,22,31,16,2.0,47,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,6,3,51,61,83,24,43,47,27,2.125,48,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,10,5,45,56,78,21,36,40,24,2.142857142857143,49,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,8,4,56,68,94,25,37,46,31,2.24,50,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,7,5,42,50,68,27,41,48,15,1.5555555555555556,51,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,6,2,36,42,60,27,45,50,9,1.3333333333333333,52,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,7,4,64,72,104,21,38,40,43,3.0476190476190474,53,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,8,5,57,58,92,18,33,34,39,3.1666666666666665,54,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,6,5,54,56,87,25,44,48,29,2.16,55,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,7,5,51,53,82,24,38,44,27,2.125,56,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,7,4,45,54,73,24,38,46,21,1.875,57,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,7,4,30,34,49,20,22,33,10,1.5,58,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,6,4,51,56,82,28,52,55,23,1.8214285714285714,59,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,9,6,77,85,123,27,49,53,50,2.8518518518518516,60,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,5,3,43,47,69,29,47,53,14,1.4827586206896552,61,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,8,5,73,79,116,26,46,50,47,2.8076923076923075,62,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,9,5,62,67,100,22,38,43,40,2.8181818181818183,63,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,5,4,27,32,44,18,27,36,9,1.5,64,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
3,8,6,5,39,43,65,25,44,48,14,1.56,65,erdos_renyi_p0_20,100graph_erdos_renyi_p0_20_8v.g6
