n_vertices,n_qubits,n_graphs,avg_edges,avg_matchings,matching_cx_mean,matching_cx_std,matching_cx_min,matching_cx_max,pauli_cx_mean,pauli_cx_std,pauli_cx_min,pauli_cx_max,cx_diff_mean,cx_diff_std,cx_ratio_mean,cx_ratio_std,matching_wins,pauli_wins,draws
4,2,9,3.0,2.2222222222222223,2.0,0.8660254037844386,0,3,2.0,0.8660254037844386,0,3,0.0,0.0,1.0,0.0,0,0,9
8,3,100,6.67,4.09,45.07,15.14192454042348,10,79,22.87,5.0164476948082966,5,30,22.2,13.313621793205831,2.0025820095951268,0.6984970162851992,2,97,1
16,4,100,23.7,8.04,413.18,67.77240283373894,280,574,125.82,10.91045277694651,96,147,287.36,64.79345895406668,3.292538850584151,0.5206544279624061,0,100,0
32,5,100,98.15,14.57,2371.95,214.3000999259749,1911,2982,572.43,18.853103058899745,520,614,1799.52,209.62638626418627,4.144512155810382,0.359193318855099,0,100,0
64,6,100,403.64,24.37,16160.94,721.9208778941041,14298,18562,2409.1,30.843855698395338,2318,2476,13751.84,719.6980107424688,6.709024869241798,0.3041297315736403,0,100,0
128,7,100,1621.93,42.75,93397.06,2252.7745309446145,88256,99436,9863.37,48.53982120305186,9728,9965,83533.69,2255.0775869427007,9.469349532503887,0.23505300033651805,0,100,0
