run_id,timestamp,win,win_pct,lose,lose_pct,draw,draw_pct,draw_matching_cx,draw_matching_depth,draw_pauli_cx,draw_pauli_depth,lose_matching_cx,lose_matching_depth,lose_pauli_cx,lose_pauli_depth,win_matching_cx,win_matching_depth,win_pauli_cx,win_pauli_depth,config_graph_type,draw_graph_avg_clustering,draw_graph_avg_degree,draw_graph_clique_number,draw_graph_diameter,draw_graph_edge_count,draw_graph_edge_density,draw_graph_estimated_group_size,draw_graph_estimated_orbit_count,draw_graph_is_bipartite,draw_graph_max_degree,lose_graph_avg_clustering,lose_graph_avg_degree,lose_graph_clique_number,lose_graph_diameter,lose_graph_edge_count,lose_graph_edge_density,lose_graph_estimated_group_size,lose_graph_estimated_orbit_count,lose_graph_is_bipartite,lose_graph_max_degree,win_graph_avg_clustering,win_graph_avg_degree,win_graph_clique_number,win_graph_diameter,win_graph_edge_count,win_graph_edge_density,win_graph_estimated_group_size,win_graph_estimated_orbit_count,win_graph_is_bipartite,win_graph_max_degree,timing_avg_per_graph,timing_max_per_graph,timing_min_per_graph,timing_total_analysis,config_delta_t,config_graph_type,config_matchings,config_n_qubits,config_n_steps,config_n_vertices,win_analysis_time,lose_analysis_time,draw_analysis_time
1,20251204_135346,166,83.00%,33,16.50%,1,0.50%,539.00,775.00,539.00,874.00,522.73,747.15,435.15,692.12,284.94,408.83,474.89,744.50,counting,0.0000,2.0600,2.0000,21.0000,66.0000,0.0300,16.0000,3.0000,1.0000,3.0000,0.0000,2.0400,2.0900,35.8500,65.2700,0.0300,16.0000,3.0000,0.1200,3.0000,0.0000,2.0400,2.1000,38.2500,65.1300,0.0300,16.0000,3.1100,0.2700,3.1200,1.310000,1.590000,1.190000,261.930000,0.1,counting,automatic,6.0,1.0,64.0,1.31,1.32,1.4
2,20251204_135810,183,91.50%,17,8.50%,0,0.00%,380.00,548.00,380.00,589.00,468.88,666.47,391.41,632.47,255.80,367.68,475.83,746.17,counting,0.0000,2.0000,2.0000,58.0000,64.0000,0.0300,16.0000,3.0000,0.0000,3.0000,0.0000,2.0300,2.0000,37.8800,65.0000,0.0300,16.0000,3.0000,0.1800,3.0000,0.0000,2.0400,2.1000,37.7500,65.1700,0.0300,16.0000,3.1000,0.2500,3.1100,1.260000,2.060000,0.990000,251.750000,0.1,counting,automatic,6.0,1.0,64.0,1.26,1.28,1.11
3,20251204_140224,164,82.00%,36,18.00%,0,0.00%,405.00,584.00,405.00,659.00,511.75,731.31,439.97,698.53,266.13,384.15,474.95,744.84,counting,0.0300,2.0300,3.0000,60.0000,65.0000,0.0300,16.0000,3.0000,0.0000,3.0000,0.0000,2.0400,2.0600,37.9200,65.3300,0.0300,16.0000,3.0600,0.2800,3.0600,0.0000,2.0400,2.1000,37.7300,65.1200,0.0300,16.0000,3.1000,0.2400,3.1100,1.190000,2.440000,1.010000,238.370000,0.1,counting,automatic,6.0,1.0,64.0,1.19,1.2,1.05
4,20251204_140625,161,80.50%,38,19.00%,1,0.50%,,,,,506.39,720.95,426.32,677.13,297.64,427.98,479.19,751.43,counting,,,,,,,,,,,0.0000,2.0400,2.0500,37.2100,65.2100,0.0300,16.0000,3.0500,0.3400,3.0500,0.0000,2.0400,2.1100,37.7700,65.1600,0.0300,16.0000,3.1100,0.2200,3.1100,1.190000,2.410000,1.020000,237.750000,0.1,counting,automatic,6.0,1.0,64.0,1.19,1.19,
5,20251204_141025,175,87.50%,24,12.00%,1,0.50%,,,,,528.04,753.08,438.33,698.62,270.92,390.62,473.17,742.14,counting,,,,,,,,,,,0.0000,2.0400,2.0400,37.1700,65.2900,0.0300,16.0000,3.0000,0.2900,3.0000,0.0000,2.0400,2.1000,37.7200,65.1400,0.0300,16.0000,3.1100,0.2400,3.1100,1.170000,1.980000,1.030000,234.710000,0.1,counting,automatic,6.0,1.0,64.0,1.17,1.24,

# Summary Statistics
,MEAN,169.80,84.90%,29.60,14.80%,0.60,0.30%,441.33,635.67,441.33,707.33,507.56,723.79,426.24,679.77,275.09,395.85,475.61,745.82,,0.0100,2.0300,2.3333,46.3333,65.0000,0.0300,16.0000,3.0000,0.3333,3.0000,0.0000,2.0380,2.0480,37.2060,65.2200,0.0300,16.0000,3.0220,0.2420,3.0220,0.0000,2.0400,2.1020,37.8440,65.1440,0.0300,16.0000,3.1060,0.2440,3.1120,1.224000,2.096000,1.048000,244.902000
,STD,8.08,4.04%,7.91,3.96%,0.49,0.24%,69.81,99.61,69.81,121.27,20.81,30.83,18.04,24.92,14.66,20.78,1.99,3.09,,0.0141,0.0245,0.4714,17.9320,0.8165,0.0000,0.0000,0.0000,0.4714,0.0000,0.0000,0.0040,0.0293,0.7489,0.1166,0.0000,0.0000,0.0271,0.0801,0.0271,0.0000,0.0000,0.0040,0.2037,0.0185,0.0000,0.0000,0.0049,0.0162,0.0040,0.052764,0.312320,0.072222,10.339660
