graph_type,n_vertices,n_graphs,n_edges_mean,n_edges_std,n_components_mean,n_components_std,isolated_vertices_mean,isolated_vertices_std,avg_degree_mean,avg_degree_std,max_degree_mean,max_degree_std,density_mean,density_std,is_bipartite_mean,is_bipartite_std,bipartite_pct_mean,bipartite_pct_std,diameter_mean,diameter_std,clique_number_mean,clique_number_std,avg_clustering_mean,avg_clustering_std,estimated_group_size_mean,estimated_group_size_std,estimated_orbit_count_mean,estimated_orbit_count_std,avg_hamming_mean,avg_hamming_std,hamming_1_count_mean,hamming_1_count_std,hamming_gt1_count_mean,hamming_gt1_count_std
disconnected,32,200,8.255,1.7905320508512628,23.855,1.7860360083479778,19.58,2.895777553299105,0.5159375,0.11190825317820392,2.37,0.5519267302621695,0.016643145161290302,0.0036099436509098018,0.915,0.2795815250436421,91.5,27.958152504364207,,,2.07,0.2557872859983308,0.006145833333333333,0.022883570207794347,8.0,0.0,3.335,0.5424446802723566,2.1006944444444433,0.44948144293711306,3.175,1.59281521260551,5.08,1.7432136902426072
