graph_index,n_vertices,n_edges,n_components,isolated_vertices,avg_degree,max_degree,density,is_bipartite,diameter,clique_number,avg_clustering,estimated_group_size,estimated_orbit_count,avg_hamming,min_hamming,max_hamming,hamming_1_count,hamming_gt1_count
39,16,7,9,8,0.875,2,0.058333333333333334,1,-1,2,0.0,4,3,2.857142857142857,2,4,0,7
40,16,6,10,7,0.75,2,0.05,1,-1,2,0.0,4,3,2.1666666666666665,1,3,1,5
41,16,8,8,6,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.125,1,4,3,5
42,16,6,11,9,0.75,3,0.05,0,-1,3,0.14583333333333334,4,4,2.1666666666666665,1,3,1,5
43,16,6,10,8,0.75,2,0.05,1,-1,2,0.0,4,3,2.3333333333333335,1,4,1,5
44,16,7,9,7,0.875,2,0.058333333333333334,1,-1,2,0.0,4,3,2.5714285714285716,1,4,2,5
45,16,6,10,6,0.75,2,0.05,1,-1,2,0.0,4,3,2.6666666666666665,2,4,0,6
46,16,8,9,5,1.0,2,0.06666666666666667,0,-1,3,0.1875,4,3,2.625,2,3,0,8
47,16,7,9,5,0.875,2,0.058333333333333334,1,-1,2,0.0,4,3,2.4285714285714284,2,4,0,7
48,16,8,8,4,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,1.875,1,3,3,5
49,16,8,8,4,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.75,2,4,0,8
50,16,8,8,6,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.125,1,3,1,7
51,16,6,11,9,0.75,2,0.05,0,-1,2,0.0,4,3,2.6666666666666665,2,4,0,6
52,16,6,10,8,0.75,3,0.05,1,-1,2,0.0,4,4,2.6666666666666665,2,3,0,6
53,16,5,11,8,0.625,2,0.041666666666666664,1,-1,2,0.0,4,3,2.6,1,3,1,4
54,16,6,11,9,0.75,3,0.05,0,-1,3,0.10416666666666666,4,4,2.5,1,4,2,4
55,16,4,12,10,0.5,2,0.03333333333333333,1,-1,2,0.0,4,3,2.25,1,3,1,3
56,16,5,11,9,0.625,2,0.041666666666666664,1,-1,2,0.0,4,3,2.6,2,4,0,5
57,16,8,9,4,1.0,2,0.06666666666666667,0,-1,3,0.1875,4,3,2.5,2,3,0,8
58,16,8,9,7,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.75,2,4,0,8
59,16,8,8,5,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,1.625,1,3,4,4
60,16,5,11,10,0.625,2,0.041666666666666664,1,-1,2,0.0,4,3,2.8,2,4,0,5
61,16,5,11,8,0.625,3,0.041666666666666664,1,-1,2,0.0,4,3,2.6,1,3,1,4
62,16,5,11,6,0.625,1,0.041666666666666664,1,-1,2,0.0,4,2,2.4,2,3,0,5
63,16,7,9,6,0.875,2,0.058333333333333334,1,-1,2,0.0,4,3,1.8571428571428572,1,4,4,3
64,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.375,1,4,1,7
65,16,8,9,6,1.0,3,0.06666666666666667,0,-1,3,0.14583333333333331,4,4,2.625,1,4,2,6
66,16,7,9,7,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,3.0,2,4,0,7
67,16,8,8,5,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.625,1,4,1,7
68,16,8,8,4,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.25,1,3,2,6
69,16,8,8,6,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.375,1,4,1,7
70,16,7,9,6,0.875,2,0.058333333333333334,1,-1,2,0.0,4,3,2.7142857142857144,2,3,0,7
71,16,4,13,11,0.5,2,0.03333333333333333,0,-1,3,0.1875,4,3,2.75,2,4,0,4
72,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,3,2.0,1,4,3,5
73,16,6,10,8,0.75,2,0.05,1,-1,2,0.0,4,3,2.1666666666666665,1,4,1,5
74,16,6,10,8,0.75,3,0.05,1,-1,2,0.0,4,3,3.0,2,4,0,6
75,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.375,1,3,2,6
76,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.125,1,3,2,6
77,16,6,10,7,0.75,3,0.05,1,-1,2,0.0,4,4,2.3333333333333335,1,3,1,5
78,16,8,8,3,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.375,1,4,2,6
79,16,6,10,7,0.75,3,0.05,1,-1,2,0.0,4,4,2.6666666666666665,1,4,1,5
80,16,7,9,7,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.4285714285714284,2,3,0,7
81,16,8,8,5,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.125,1,3,1,7
82,16,8,8,5,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.0,1,3,2,6
83,16,8,8,6,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.875,2,4,0,8
84,16,6,11,9,0.75,3,0.05,0,-1,3,0.14583333333333331,4,4,2.0,1,3,2,4
85,16,5,12,10,0.625,3,0.041666666666666664,0,-1,3,0.14583333333333331,4,4,2.2,1,3,1,4
86,16,4,12,11,0.5,2,0.03333333333333333,1,-1,2,0.0,4,3,2.75,1,4,1,3
87,16,7,9,4,0.875,2,0.058333333333333334,1,-1,2,0.0,4,3,2.5714285714285716,2,3,0,7
88,16,7,10,6,0.875,2,0.058333333333333334,1,-1,2,0.0,4,3,2.4285714285714284,1,3,1,6
89,16,8,8,5,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.625,1,4,1,7
90,16,7,9,7,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.142857142857143,1,3,1,6
91,16,7,9,6,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.5714285714285716,1,4,1,6
92,16,7,9,5,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.2857142857142856,1,3,2,5
93,16,8,9,6,1.0,3,0.06666666666666667,0,-1,3,0.10416666666666666,4,4,2.5,1,4,1,7
94,16,8,9,6,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.125,1,4,2,6
95,16,8,9,5,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.5,1,4,2,6
96,16,8,9,7,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.0,1,3,2,6
97,16,6,11,8,0.75,3,0.05,0,-1,3,0.14583333333333331,4,4,1.8333333333333333,1,4,3,3
98,16,7,9,7,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.2857142857142856,1,4,2,5
99,16,8,8,5,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.625,2,4,0,8
100,16,6,10,8,0.75,3,0.05,1,-1,2,0.0,4,4,2.5,1,4,1,5
101,16,7,9,3,0.875,2,0.058333333333333334,1,-1,2,0.0,4,3,3.0,1,4,1,6
102,16,8,8,4,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.25,1,3,1,7
103,16,6,10,9,0.75,3,0.05,1,-1,2,0.0,4,4,2.3333333333333335,1,3,2,4
104,16,6,11,7,0.75,2,0.05,0,-1,3,0.1875,4,3,2.3333333333333335,1,4,2,4
105,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.125,1,4,1,7
106,16,7,10,6,0.875,2,0.058333333333333334,0,-1,3,0.1875,4,3,2.5714285714285716,1,4,1,6
107,16,5,12,11,0.625,3,0.041666666666666664,0,-1,3,0.10416666666666666,4,4,2.6,2,3,0,5
108,16,7,9,6,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.7142857142857144,2,4,0,7
109,16,8,8,5,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.25,1,3,2,6
110,16,8,8,7,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,1.5,1,2,4,4
111,16,8,8,4,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.0,1,4,2,6
112,16,7,9,6,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.2857142857142856,1,4,2,5
113,16,3,13,12,0.375,3,0.025,1,-1,2,0.0,4,3,2.3333333333333335,2,3,0,3
114,16,7,9,7,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.4285714285714284,1,4,1,6
115,16,8,9,6,1.0,3,0.06666666666666667,0,-1,3,0.14583333333333331,4,4,2.375,2,3,0,8
116,16,7,10,8,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.0,1,4,3,4
117,16,6,11,8,0.75,2,0.05,0,-1,3,0.1875,4,3,2.5,2,3,0,6
118,16,8,8,3,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.5,1,4,1,7
119,16,6,11,9,0.75,2,0.05,0,-1,3,0.1875,4,3,2.0,1,4,2,4
120,16,7,9,7,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,1.8571428571428572,1,3,4,3
121,16,4,12,11,0.5,3,0.03333333333333333,1,-1,2,0.0,4,4,3.0,2,4,0,4
122,16,7,10,8,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,3.0,1,4,1,6
123,16,6,10,6,0.75,3,0.05,1,-1,2,0.0,4,3,1.8333333333333333,1,3,2,4
124,16,7,10,8,0.875,2,0.058333333333333334,0,-1,3,0.1875,4,3,2.2857142857142856,1,4,1,6
125,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.5,1,4,2,6
126,16,8,8,4,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.625,2,3,0,8
127,16,8,8,4,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.625,1,4,1,7
128,16,8,9,7,1.0,2,0.06666666666666667,0,-1,3,0.1875,4,3,2.625,1,4,1,7
129,16,7,9,5,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.4285714285714284,1,3,1,6
130,16,5,12,10,0.625,2,0.041666666666666664,0,-1,3,0.1875,4,3,2.8,2,4,0,5
131,16,7,9,8,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.142857142857143,1,3,1,6
132,16,8,8,4,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.625,1,4,1,7
133,16,8,8,5,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.625,1,4,1,7
134,16,8,8,2,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.375,1,3,1,7
135,16,7,10,7,0.875,2,0.058333333333333334,1,-1,2,0.0,4,3,2.7142857142857144,2,4,0,7
136,16,8,8,5,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,3.125,2,4,0,8
137,16,7,9,8,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.7142857142857144,2,3,0,7
138,16,8,8,5,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,3.0,2,4,0,8
139,16,5,11,10,0.625,3,0.041666666666666664,1,-1,2,0.0,4,3,2.0,1,3,1,4
140,16,7,9,7,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.5714285714285716,2,3,0,7
141,16,5,11,9,0.625,3,0.041666666666666664,1,-1,2,0.0,4,4,2.6,1,4,1,4
142,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.375,1,3,1,7
143,16,8,9,7,1.0,3,0.06666666666666667,0,-1,3,0.14583333333333331,4,4,2.625,2,4,0,8
144,16,7,10,9,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.142857142857143,1,4,2,5
145,16,8,8,7,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.25,1,3,2,6
146,16,7,9,8,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.7142857142857144,2,4,0,7
147,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,1.625,1,2,3,5
148,16,7,10,8,0.875,3,0.058333333333333334,0,-1,3,0.14583333333333331,4,4,2.857142857142857,1,4,1,6
149,16,7,9,6,0.875,3,0.058333333333333334,1,-1,2,0.0,4,3,2.5714285714285716,1,4,1,6
150,16,7,10,7,0.875,3,0.058333333333333334,0,-1,3,0.14583333333333331,4,4,2.4285714285714284,1,3,1,6
151,16,7,10,7,0.875,2,0.058333333333333334,0,-1,3,0.1875,4,3,2.5714285714285716,2,4,0,7
152,16,7,10,8,0.875,3,0.058333333333333334,0,-1,3,0.14583333333333334,4,4,1.8571428571428572,1,3,3,4
153,16,8,8,5,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.625,1,4,1,7
154,16,6,10,8,0.75,3,0.05,1,-1,2,0.0,4,4,2.8333333333333335,1,4,1,5
155,16,6,10,4,0.75,1,0.05,1,-1,2,0.0,4,2,2.6666666666666665,2,3,0,6
156,16,7,9,7,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.4285714285714284,2,3,0,7
157,16,8,9,7,1.0,3,0.06666666666666667,0,-1,3,0.10416666666666666,4,4,1.875,1,3,3,5
158,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.875,1,4,1,7
159,16,7,10,7,0.875,2,0.058333333333333334,0,-1,3,0.1875,4,3,2.857142857142857,2,4,0,7
160,16,7,9,6,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.857142857142857,1,4,1,6
161,16,8,8,4,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.0,1,3,1,7
162,16,7,9,8,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.4285714285714284,1,4,1,6
163,16,8,9,6,1.0,3,0.06666666666666667,0,-1,3,0.14583333333333331,4,4,2.375,2,3,0,8
164,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.375,2,4,0,8
165,16,8,9,6,1.0,2,0.06666666666666667,0,-1,3,0.1875,4,3,2.125,1,3,2,6
166,16,7,9,6,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.0,1,3,2,5
167,16,6,10,9,0.75,3,0.05,1,-1,2,0.0,4,4,2.5,2,3,0,6
168,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.625,1,4,2,6
169,16,8,8,3,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.875,2,4,0,8
170,16,8,8,5,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.5,1,4,1,7
171,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.125,1,4,2,6
172,16,7,9,7,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.5714285714285716,1,4,1,6
173,16,7,10,8,0.875,3,0.058333333333333334,0,-1,3,0.1875,4,4,2.142857142857143,1,4,2,5
174,16,7,10,9,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.4285714285714284,2,3,0,7
175,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.5,2,4,0,8
176,16,6,11,10,0.75,3,0.05,1,-1,2,0.0,4,4,2.1666666666666665,2,3,0,6
177,16,7,9,2,0.875,1,0.058333333333333334,1,-1,2,0.0,4,2,2.7142857142857144,1,4,1,6
178,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.125,1,4,2,6
179,16,8,9,5,1.0,2,0.06666666666666667,0,-1,3,0.1875,4,3,2.125,1,4,3,5
180,16,8,9,7,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.25,1,3,1,7
181,16,7,9,8,0.875,3,0.058333333333333334,1,-1,2,0.0,4,4,2.4285714285714284,2,3,0,7
182,16,8,8,6,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.0,1,4,3,5
183,16,7,10,7,0.875,3,0.058333333333333334,0,-1,3,0.1875,4,4,2.2857142857142856,1,3,1,6
184,16,8,8,2,1.0,3,0.06666666666666667,1,-1,2,0.0,4,3,2.25,1,3,1,7
185,16,8,9,6,1.0,3,0.06666666666666667,0,-1,2,0.0,4,4,2.125,1,3,3,5
186,16,5,12,9,0.625,2,0.041666666666666664,0,-1,3,0.1875,4,3,2.4,1,3,1,4
187,16,8,9,6,1.0,3,0.06666666666666667,0,-1,3,0.14583333333333331,4,4,2.25,1,3,2,6
188,16,7,9,6,0.875,3,0.058333333333333334,1,-1,2,0.0,4,3,2.142857142857143,1,3,1,6
189,16,8,8,4,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.375,1,3,1,7
190,16,5,12,10,0.625,2,0.041666666666666664,1,-1,2,0.0,4,3,2.0,1,3,1,4
191,16,8,9,7,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,1.875,1,3,3,5
192,16,8,9,6,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.0,1,3,2,6
193,16,8,9,7,1.0,3,0.06666666666666667,1,-1,2,0.0,4,4,2.5,1,4,1,7
194,16,6,11,9,0.75,2,0.05,1,-1,2,0.0,4,3,1.8333333333333333,1,3,2,4
195,16,8,9,6,1.0,2,0.06666666666666667,1,-1,2,0.0,4,3,2.625,2,4,0,8
196,16,5,11,10,0.625,3,0.041666666666666664,1,-1,2,0.0,4,4,2.4,1,4,1,4
197,16,8,9,7,1.0,3,0.06666666666666667,0,-1,3,0.14583333333333331,4,4,2.375,2,3,0,8
198,16,7,10,7,0.875,2,0.058333333333333334,0,-1,2,0.0,4,3,2.5714285714285716,1,4,1,6
199,16,5,12,11,0.625,3,0.041666666666666664,0,-1,3,0.14583333333333334,4,4,2.8,2,4,0,5
