graph_type,n_vertices,n_graphs,n_edges_mean,n_edges_std,n_components_mean,n_components_std,isolated_vertices_mean,isolated_vertices_std,avg_degree_mean,avg_degree_std,max_degree_mean,max_degree_std,density_mean,density_std,is_bipartite_mean,is_bipartite_std,bipartite_pct_mean,bipartite_pct_std,diameter_mean,diameter_std,clique_number_mean,clique_number_std,avg_clustering_mean,avg_clustering_std,estimated_group_size_mean,estimated_group_size_std,estimated_orbit_count_mean,estimated_orbit_count_std,avg_hamming_mean,avg_hamming_std,hamming_1_count_mean,hamming_1_count_std,hamming_gt1_count_mean,hamming_gt1_count_std
connected,8,80,8.825,0.41414850880061427,1.0,0.0,0.0,0.0,2.20625,0.10353712720015357,3.2875,0.5080055317151226,0.31517857142857186,0.014791018171450532,0.225,0.42021694216322697,22.5,42.0216942163227,4.4,0.8050473686826046,2.5625,0.49920823386588253,0.13255208333333332,0.1383613122885903,2.0,0.0,3.125,0.6820482925847124,1.6007192460317465,0.10379830903734917,4.75,0.6843642527044694,4.075,0.6894319804710269
