run_id,timestamp,win,win_pct,lose,lose_pct,draw,draw_pct,draw_matching_cx,draw_matching_depth,draw_pauli_cx,draw_pauli_depth,lose_matching_cx,lose_matching_depth,lose_pauli_cx,lose_pauli_depth,win_matching_cx,win_matching_depth,win_pauli_cx,win_pauli_depth,config_graph_type,draw_graph_avg_clustering,draw_graph_avg_degree,draw_graph_clique_number,draw_graph_diameter,draw_graph_edge_count,draw_graph_edge_density,draw_graph_estimated_group_size,draw_graph_estimated_orbit_count,draw_graph_is_bipartite,draw_graph_max_degree,lose_graph_avg_clustering,lose_graph_avg_degree,lose_graph_clique_number,lose_graph_diameter,lose_graph_edge_count,lose_graph_edge_density,lose_graph_estimated_group_size,lose_graph_estimated_orbit_count,lose_graph_is_bipartite,lose_graph_max_degree,win_graph_avg_clustering,win_graph_avg_degree,win_graph_clique_number,win_graph_diameter,win_graph_edge_count,win_graph_edge_density,win_graph_estimated_group_size,win_graph_estimated_orbit_count,win_graph_is_bipartite,win_graph_max_degree,timing_avg_per_graph,timing_max_per_graph,timing_min_per_graph,timing_total_analysis,config_delta_t,config_graph_type,config_matchings,config_n_qubits,config_n_steps,config_n_vertices,win_analysis_time,lose_analysis_time,draw_analysis_time
1,20251204_135006,10,12.50%,70,87.50%,0,0.00%,,,,,35.89,58.29,19.86,37.16,13.60,24.20,17.00,30.90,counting,,,,,,,,,,,0.1400,2.2200,2.6300,4.3700,8.8700,0.3200,2.0000,3.1700,0.1600,3.3400,0.0500,2.1200,2.1000,4.6000,8.5000,0.3000,2.0000,2.8000,0.7000,2.9000,0.030000,0.050000,0.020000,2.190000,0.1,counting,automatic,3.0,1.0,8.0,0.03,0.03,
2,20251204_135010,8,10.00%,71,88.75%,1,1.25%,20.00,33.00,20.00,37.00,31.51,52.25,19.87,37.13,12.88,23.38,16.12,29.62,counting,0.2900,2.0000,3.0000,6.0000,8.0000,0.2900,2.0000,3.0000,0.0000,3.0000,0.1400,2.2200,2.6100,4.3400,8.8700,0.3200,2.0000,3.1800,0.1800,3.3500,0.0600,2.1200,2.1200,4.7500,8.5000,0.3000,2.0000,2.6200,0.6200,2.7500,0.030000,0.070000,0.020000,2.150000,0.1,counting,automatic,3.0,1.0,8.0,0.03,0.03,0.02
3,20251204_135013,10,12.50%,69,86.25%,1,1.25%,16.00,28.00,16.00,29.00,35.45,58.54,20.03,37.52,12.50,22.40,16.20,29.20,counting,0.0000,2.2500,2.0000,4.0000,9.0000,0.3200,2.0000,3.0000,1.0000,3.0000,0.1400,2.2200,2.6200,4.3900,8.8700,0.3200,2.0000,3.1900,0.1600,3.3500,0.0600,2.1200,2.2000,4.5000,8.5000,0.3000,2.0000,2.7000,0.6000,2.9000,0.030000,0.070000,0.020000,2.180000,0.1,counting,automatic,3.0,1.0,8.0,0.03,0.03,0.02
4,20251204_135017,11,13.75%,67,83.75%,2,2.50%,18.00,30.50,18.00,33.00,29.21,48.25,20.10,37.63,13.09,23.55,16.09,29.36,counting,0.1500,2.1200,2.5000,5.0000,8.5000,0.3000,2.0000,3.0000,0.5000,3.0000,0.1400,2.2200,2.6300,4.3400,8.9000,0.3200,2.0000,3.1800,0.1500,3.3600,0.0500,2.1100,2.1800,4.6400,8.4500,0.3000,2.0000,2.8200,0.6400,2.9100,0.030000,0.040000,0.020000,2.080000,0.1,counting,automatic,3.0,1.0,8.0,0.03,0.03,0.02
5,20251204_135021,7,8.75%,69,86.25%,4,5.00%,20.75,35.25,20.75,38.00,30.22,50.03,19.72,36.90,13.57,24.00,16.57,30.29,counting,0.1200,2.1200,2.5000,5.0000,8.5000,0.3000,2.0000,3.2500,0.5000,3.2500,0.1400,2.2200,2.6100,4.3200,8.9000,0.3200,2.0000,3.1700,0.1900,3.3500,0.0700,2.0700,2.1400,4.8600,8.2900,0.3000,2.0000,2.5700,0.4300,2.7100,0.030000,0.080000,0.020000,2.190000,0.1,counting,automatic,3.0,1.0,8.0,0.03,0.03,0.02

# Summary Statistics
,MEAN,9.20,11.50%,69.20,86.50%,1.60,2.00%,18.69,31.69,18.69,34.25,32.46,53.47,19.92,37.27,13.13,23.51,16.40,29.87,,0.1400,2.1225,2.5000,5.0000,8.5000,0.3025,2.0000,3.0625,0.5000,3.0625,0.1400,2.2200,2.6200,4.3520,8.8820,0.3200,2.0000,3.1780,0.1680,3.3500,0.0580,2.1080,2.1480,4.6700,8.4480,0.3000,2.0000,2.7020,0.5980,2.8340,0.030000,0.062000,0.020000,2.158000
,STD,1.47,1.84%,1.33,1.66%,1.36,1.70%,1.85,2.71,1.85,3.56,2.73,4.23,0.13,0.27,0.42,0.63,0.35,0.63,,0.1032,0.0884,0.3536,0.7071,0.3536,0.0109,0.0000,0.1083,0.3536,0.1083,0.0000,0.0000,0.0089,0.0248,0.0147,0.0000,0.0000,0.0075,0.0147,0.0063,0.0075,0.0194,0.0371,0.1243,0.0813,0.0000,0.0000,0.0977,0.0904,0.0859,0.000000,0.014697,0.000000,0.041665
