graph_index,n_vertices,n_edges,n_components,isolated_vertices,avg_degree,max_degree,density,is_bipartite,diameter,clique_number,avg_clustering,estimated_group_size,estimated_orbit_count,avg_hamming,min_hamming,max_hamming,hamming_1_count,hamming_gt1_count
0,128,127,1,0,1.984375,2,0.015625,1,127,2,0.0,32,2,1.9448818897637796,1,7,64,63
1,128,128,1,0,2.0,3,0.015748031496062992,0,116,2,0.0,32,3,1.9453125,1,7,64,64
2,128,128,1,0,2.0,3,0.015748031496062992,0,99,2,0.0,32,3,1.9609375,1,7,64,64
3,128,128,1,0,2.0,3,0.015748031496062992,0,126,3,0.013020833333333332,32,3,1.9375,1,7,65,63
4,128,128,1,0,2.0,3,0.015748031496062992,1,104,2,0.0,32,3,1.96875,1,7,64,64
5,128,128,1,0,2.0,3,0.015748031496062992,1,68,2,0.0,32,3,1.9765625,1,7,64,64
6,128,128,1,0,2.0,3,0.015748031496062992,1,116,2,0.0,32,3,1.9609375,1,7,64,64
7,128,128,1,0,2.0,3,0.015748031496062992,0,83,2,0.0,32,3,1.953125,1,7,64,64
8,128,128,1,0,2.0,3,0.015748031496062992,1,109,2,0.0,32,3,1.953125,1,7,64,64
9,128,128,1,0,2.0,3,0.015748031496062992,0,73,2,0.0,32,3,1.9609375,1,7,64,64
10,128,128,1,0,2.0,3,0.015748031496062992,1,123,2,0.0,32,3,1.9453125,1,7,64,64
11,128,128,1,0,2.0,3,0.015748031496062992,0,122,2,0.0,32,3,1.9453125,1,7,64,64
12,128,128,1,0,2.0,3,0.015748031496062992,0,124,2,0.0,32,3,1.9375,1,7,65,63
13,128,128,1,0,2.0,3,0.015748031496062992,0,124,2,0.0,32,3,1.9453125,1,7,64,64
14,128,128,1,0,2.0,3,0.015748031496062992,0,66,2,0.0,32,3,1.9609375,1,7,64,64
15,128,128,1,0,2.0,3,0.015748031496062992,1,125,2,0.0,32,3,1.9609375,1,7,64,64
16,128,129,1,0,2.015625,3,0.015871062992125984,0,64,2,0.0,32,3,1.945736434108527,1,7,65,64
17,128,129,1,0,2.015625,3,0.015871062992125984,0,94,2,0.0,32,3,1.9922480620155039,1,7,64,65
18,128,129,1,0,2.015625,3,0.015871062992125984,1,92,2,0.0,32,3,1.9612403100775193,1,7,64,65
19,128,129,1,0,2.015625,3,0.015871062992125984,0,64,2,0.0,32,3,1.9689922480620154,1,7,64,65
20,128,129,1,0,2.015625,3,0.015871062992125984,0,69,2,0.0,32,3,1.9534883720930232,1,7,64,65
21,128,129,1,0,2.015625,4,0.015871062992125984,0,81,2,0.0,32,4,1.9534883720930232,1,7,64,65
22,128,129,1,0,2.015625,3,0.015871062992125984,1,60,2,0.0,32,3,1.9922480620155039,1,7,64,65
23,128,129,1,0,2.015625,3,0.015871062992125984,0,71,2,0.0,32,3,1.9844961240310077,1,7,64,65
24,128,129,1,0,2.015625,3,0.015871062992125984,0,91,2,0.0,32,3,1.9612403100775193,1,7,64,65
25,128,129,1,0,2.015625,3,0.015871062992125984,0,96,2,0.0,32,3,1.9689922480620154,1,7,64,65
26,128,129,1,0,2.015625,3,0.015871062992125984,0,79,2,0.0,32,3,1.9767441860465116,1,7,64,65
27,128,129,1,0,2.015625,3,0.015871062992125984,0,74,2,0.0,32,3,1.9922480620155039,1,7,64,65
28,128,129,1,0,2.015625,3,0.015871062992125984,0,63,2,0.0,32,3,1.9534883720930232,1,7,64,65
29,128,129,1,0,2.015625,4,0.015871062992125984,0,122,2,0.0,32,4,1.937984496124031,1,7,65,64
30,128,129,1,0,2.015625,3,0.015871062992125984,0,76,2,0.0,32,3,1.9767441860465116,1,7,64,65
31,128,129,1,0,2.015625,3,0.015871062992125984,0,51,2,0.0,32,3,1.9767441860465116,1,7,64,65
32,128,129,1,0,2.015625,3,0.015871062992125984,0,80,2,0.0,32,3,1.945736434108527,1,7,65,64
33,128,129,1,0,2.015625,3,0.015871062992125984,1,57,2,0.0,32,3,1.9689922480620154,1,7,64,65
34,128,129,1,0,2.015625,3,0.015871062992125984,0,109,2,0.0,32,3,1.9612403100775193,1,7,64,65
35,128,129,1,0,2.015625,3,0.015871062992125984,1,101,2,0.0,32,3,1.9689922480620154,1,7,64,65
36,128,129,1,0,2.015625,3,0.015871062992125984,1,99,2,0.0,32,3,1.9612403100775193,1,7,64,65
37,128,129,1,0,2.015625,3,0.015871062992125984,0,85,2,0.0,32,3,1.9689922480620154,1,7,64,65
38,128,129,1,0,2.015625,3,0.015871062992125984,0,67,3,0.013020833333333332,32,3,1.9767441860465116,1,7,64,65
39,128,129,1,0,2.015625,3,0.015871062992125984,0,70,2,0.0,32,3,1.9767441860465116,1,7,64,65
40,128,129,1,0,2.015625,3,0.015871062992125984,1,99,2,0.0,32,3,1.9844961240310077,1,7,64,65
41,128,129,1,0,2.015625,3,0.015871062992125984,0,113,2,0.0,32,3,1.9534883720930232,1,7,64,65
42,128,129,1,0,2.015625,3,0.015871062992125984,1,58,2,0.0,32,3,1.9844961240310077,1,7,64,65
43,128,129,1,0,2.015625,3,0.015871062992125984,0,76,2,0.0,32,3,1.9767441860465116,1,7,64,65
44,128,129,1,0,2.015625,3,0.015871062992125984,0,92,2,0.0,32,3,1.9767441860465116,1,7,64,65
45,128,129,1,0,2.015625,3,0.015871062992125984,0,99,2,0.0,32,3,1.9612403100775193,1,7,64,65
46,128,129,1,0,2.015625,3,0.015871062992125984,0,58,2,0.0,32,3,1.9767441860465116,1,7,64,65
47,128,129,1,0,2.015625,3,0.015871062992125984,0,45,2,0.0,32,3,1.9689922480620154,1,7,64,65
48,128,129,1,0,2.015625,3,0.015871062992125984,0,123,3,0.013020833333333332,32,3,1.9767441860465116,1,7,64,65
49,128,129,1,0,2.015625,3,0.015871062992125984,0,100,2,0.0,32,3,1.9689922480620154,1,7,64,65
50,128,129,1,0,2.015625,3,0.015871062992125984,0,70,2,0.0,32,3,1.9612403100775193,1,7,65,64
51,128,129,1,0,2.015625,3,0.015871062992125984,1,67,2,0.0,32,3,2.0,1,7,64,65
52,128,129,1,0,2.015625,3,0.015871062992125984,0,100,2,0.0,32,3,1.9689922480620154,1,7,64,65
53,128,129,1,0,2.015625,3,0.015871062992125984,1,107,2,0.0,32,3,1.9844961240310077,1,7,64,65
54,128,129,1,0,2.015625,3,0.015871062992125984,0,94,3,0.013020833333333332,32,3,1.9689922480620154,1,7,64,65
55,128,129,1,0,2.015625,3,0.015871062992125984,0,76,2,0.0,32,3,1.9767441860465116,1,7,64,65
56,128,129,1,0,2.015625,3,0.015871062992125984,0,57,2,0.0,32,3,1.945736434108527,1,7,65,64
57,128,129,1,0,2.015625,3,0.015871062992125984,1,111,2,0.0,32,3,1.9767441860465116,1,7,64,65
58,128,129,1,0,2.015625,3,0.015871062992125984,0,95,2,0.0,32,3,1.9534883720930232,1,7,64,65
59,128,129,1,0,2.015625,3,0.015871062992125984,0,59,2,0.0,32,3,1.9767441860465116,1,7,64,65
60,128,129,1,0,2.015625,3,0.015871062992125984,0,79,2,0.0,32,3,1.9612403100775193,1,7,65,64
61,128,129,1,0,2.015625,3,0.015871062992125984,0,74,2,0.0,32,3,1.9767441860465116,1,7,64,65
62,128,129,1,0,2.015625,4,0.015871062992125984,0,89,2,0.0,32,4,1.9767441860465116,1,7,64,65
63,128,129,1,0,2.015625,3,0.015871062992125984,0,89,2,0.0,32,3,1.9612403100775193,1,7,64,65
64,128,129,1,0,2.015625,3,0.015871062992125984,1,92,2,0.0,32,3,1.9844961240310077,1,7,64,65
65,128,129,1,0,2.015625,4,0.015871062992125984,1,78,2,0.0,32,4,1.9767441860465116,1,7,64,65
66,128,129,1,0,2.015625,3,0.015871062992125984,0,59,2,0.0,32,3,1.9767441860465116,1,7,64,65
67,128,129,1,0,2.015625,3,0.015871062992125984,0,58,2,0.0,32,3,1.9767441860465116,1,7,64,65
68,128,129,1,0,2.015625,3,0.015871062992125984,1,97,2,0.0,32,3,1.9612403100775193,1,7,64,65
69,128,130,1,0,2.03125,3,0.015994094488188976,0,53,2,0.0,32,3,1.976923076923077,1,7,64,66
70,128,130,1,0,2.03125,3,0.015994094488188976,1,85,2,0.0,32,3,1.9846153846153847,1,7,64,66
71,128,130,1,0,2.03125,3,0.015994094488188976,0,73,2,0.0,32,3,2.0153846153846153,1,7,64,66
72,128,130,1,0,2.03125,3,0.015994094488188976,1,79,2,0.0,32,3,2.0,1,7,64,66
73,128,130,1,0,2.03125,3,0.015994094488188976,0,58,2,0.0,32,3,1.9846153846153847,1,7,64,66
74,128,130,1,0,2.03125,3,0.015994094488188976,0,48,2,0.0,32,3,1.9846153846153847,1,7,64,66
75,128,130,1,0,2.03125,3,0.015994094488188976,0,80,2,0.0,32,3,1.9846153846153847,1,7,64,66
76,128,130,1,0,2.03125,3,0.015994094488188976,0,93,2,0.0,32,3,1.9923076923076923,1,7,64,66
77,128,130,1,0,2.03125,3,0.015994094488188976,0,59,2,0.0,32,3,1.9692307692307693,1,7,64,66
78,128,130,1,0,2.03125,3,0.015994094488188976,0,66,2,0.0,32,3,1.9615384615384615,1,7,65,65
79,128,130,1,0,2.03125,3,0.015994094488188976,0,69,2,0.0,32,3,1.9615384615384615,1,7,64,66
80,128,130,1,0,2.03125,3,0.015994094488188976,0,51,2,0.0,32,3,2.0153846153846153,1,7,64,66
81,128,130,1,0,2.03125,3,0.015994094488188976,0,58,2,0.0,32,3,1.976923076923077,1,7,64,66
82,128,130,1,0,2.03125,3,0.015994094488188976,0,84,2,0.0,32,3,1.9692307692307693,1,7,65,65
83,128,130,1,0,2.03125,3,0.015994094488188976,0,46,2,0.0,32,3,1.976923076923077,1,7,64,66
84,128,130,1,0,2.03125,3,0.015994094488188976,1,92,2,0.0,32,3,1.976923076923077,1,7,64,66
85,128,130,1,0,2.03125,3,0.015994094488188976,0,48,2,0.0,32,3,1.9846153846153847,1,7,64,66
86,128,130,1,0,2.03125,3,0.015994094488188976,0,58,2,0.0,32,3,1.9692307692307693,1,7,64,66
87,128,130,1,0,2.03125,4,0.015994094488188976,0,54,2,0.0,32,4,2.0,1,7,64,66
88,128,130,1,0,2.03125,3,0.015994094488188976,1,47,2,0.0,32,3,1.9692307692307693,1,7,64,66
89,128,130,1,0,2.03125,3,0.015994094488188976,0,53,2,0.0,32,3,1.9692307692307693,1,7,64,66
90,128,130,1,0,2.03125,4,0.015994094488188976,1,85,2,0.0,32,4,2.0076923076923077,1,7,64,66
91,128,130,1,0,2.03125,3,0.015994094488188976,0,53,2,0.0,32,3,1.9923076923076923,1,7,64,66
92,128,130,1,0,2.03125,3,0.015994094488188976,0,57,2,0.0,32,3,1.9692307692307693,1,7,64,66
93,128,130,1,0,2.03125,3,0.015994094488188976,1,71,2,0.0,32,3,1.9846153846153847,1,7,64,66
94,128,130,1,0,2.03125,3,0.015994094488188976,0,70,2,0.0,32,3,1.9846153846153847,1,7,64,66
95,128,130,1,0,2.03125,3,0.015994094488188976,0,66,3,0.013020833333333332,32,3,1.976923076923077,1,7,65,65
96,128,130,1,0,2.03125,3,0.015994094488188976,0,50,2,0.0,32,3,2.0076923076923077,1,7,64,66
97,128,130,1,0,2.03125,3,0.015994094488188976,0,71,2,0.0,32,3,1.9846153846153847,1,7,64,66
98,128,130,1,0,2.03125,3,0.015994094488188976,0,52,2,0.0,32,3,1.9692307692307693,1,7,65,65
99,128,130,1,0,2.03125,4,0.015994094488188976,0,55,2,0.0,32,4,1.9692307692307693,1,7,64,66
100,128,130,1,0,2.03125,3,0.015994094488188976,0,56,2,0.0,32,3,1.9692307692307693,1,7,65,65
101,128,130,1,0,2.03125,3,0.015994094488188976,0,52,2,0.0,32,3,1.976923076923077,1,7,64,66
102,128,130,1,0,2.03125,3,0.015994094488188976,0,54,2,0.0,32,3,2.0153846153846153,1,7,64,66
103,128,130,1,0,2.03125,3,0.015994094488188976,0,62,2,0.0,32,3,2.023076923076923,1,7,64,66
104,128,130,1,0,2.03125,3,0.015994094488188976,1,54,2,0.0,32,3,2.0076923076923077,1,7,64,66
105,128,130,1,0,2.03125,3,0.015994094488188976,0,83,2,0.0,32,3,2.0,1,7,64,66
106,128,130,1,0,2.03125,3,0.015994094488188976,0,57,2,0.0,32,3,2.0076923076923077,1,7,64,66
107,128,130,1,0,2.03125,3,0.015994094488188976,0,62,3,0.013020833333333332,32,3,2.0,1,7,64,66
108,128,130,1,0,2.03125,3,0.015994094488188976,0,101,3,0.013020833333333332,32,3,1.976923076923077,1,7,64,66
109,128,130,1,0,2.03125,3,0.015994094488188976,0,80,2,0.0,32,3,1.9923076923076923,1,7,64,66
110,128,130,1,0,2.03125,3,0.015994094488188976,0,90,2,0.0,32,3,1.9615384615384615,1,7,65,65
111,128,130,1,0,2.03125,3,0.015994094488188976,0,78,2,0.0,32,3,1.9923076923076923,1,7,64,66
112,128,130,1,0,2.03125,3,0.015994094488188976,0,83,2,0.0,32,3,1.9846153846153847,1,7,64,66
113,128,130,1,0,2.03125,3,0.015994094488188976,1,46,2,0.0,32,3,1.9692307692307693,1,7,64,66
114,128,130,1,0,2.03125,4,0.015994094488188976,0,49,2,0.0,32,4,1.9692307692307693,1,7,64,66
115,128,130,1,0,2.03125,3,0.015994094488188976,0,45,2,0.0,32,3,1.9538461538461538,1,7,64,66
116,128,130,1,0,2.03125,4,0.015994094488188976,0,59,2,0.0,32,4,2.0,1,7,64,66
117,128,130,1,0,2.03125,3,0.015994094488188976,0,53,2,0.0,32,3,1.9846153846153847,1,7,64,66
118,128,130,1,0,2.03125,3,0.015994094488188976,0,46,2,0.0,32,3,1.9923076923076923,1,7,64,66
119,128,130,1,0,2.03125,4,0.015994094488188976,0,61,2,0.0,32,4,1.9923076923076923,1,7,64,66
120,128,130,1,0,2.03125,3,0.015994094488188976,0,94,2,0.0,32,3,2.0153846153846153,1,7,64,66
121,128,130,1,0,2.03125,3,0.015994094488188976,0,73,2,0.0,32,3,1.976923076923077,1,7,64,66
122,128,130,1,0,2.03125,3,0.015994094488188976,0,44,2,0.0,32,3,1.9846153846153847,1,7,64,66
123,128,130,1,0,2.03125,3,0.015994094488188976,0,45,2,0.0,32,3,2.0,1,7,64,66
124,128,130,1,0,2.03125,3,0.015994094488188976,0,76,2,0.0,32,3,1.9846153846153847,1,7,64,66
125,128,130,1,0,2.03125,3,0.015994094488188976,0,50,2,0.0,32,3,1.9846153846153847,1,7,64,66
126,128,130,1,0,2.03125,3,0.015994094488188976,0,74,2,0.0,32,3,1.9692307692307693,1,7,64,66
127,128,130,1,0,2.03125,3,0.015994094488188976,0,63,2,0.0,32,3,1.9923076923076923,1,7,64,66
128,128,130,1,0,2.03125,3,0.015994094488188976,0,54,2,0.0,32,3,1.976923076923077,1,7,64,66
129,128,130,1,0,2.03125,3,0.015994094488188976,0,46,2,0.0,32,3,1.9692307692307693,1,7,64,66
130,128,130,1,0,2.03125,3,0.015994094488188976,0,53,2,0.0,32,3,2.0076923076923077,1,7,64,66
131,128,130,1,0,2.03125,3,0.015994094488188976,0,59,2,0.0,32,3,1.9846153846153847,1,7,64,66
132,128,130,1,0,2.03125,3,0.015994094488188976,0,69,2,0.0,32,3,1.976923076923077,1,7,64,66
133,128,130,1,0,2.03125,3,0.015994094488188976,1,49,2,0.0,32,3,2.023076923076923,1,7,64,66
134,128,130,1,0,2.03125,3,0.015994094488188976,0,55,2,0.0,32,3,1.9923076923076923,1,7,64,66
