n_vertices,n_qubits,n_graphs,avg_edges,avg_matchings,matching_cx_mean,matching_cx_std,matching_cx_min,matching_cx_max,pauli_cx_mean,pauli_cx_std,pauli_cx_min,pauli_cx_max,cx_diff_mean,cx_diff_std,cx_ratio_mean,cx_ratio_std,matching_wins,pauli_wins,draws
4,2,7,2.5714285714285716,2.142857142857143,2.2857142857142856,0.48795003647426655,2,3,2.2857142857142856,0.48795003647426655,2,3,0.0,0.0,1.0,0.0,0,0,7
8,3,100,5.67,3.58,37.37,12.577561389436767,9,78,22.3,5.186423613530802,8,30,15.07,10.642259006793472,1.6955968438593356,0.5016774643120572,3,97,0
16,4,100,12.6,5.42,238.88,67.21055111973254,52,413,110.75,17.678598029335593,64,137,128.13,58.348423156487144,2.153199493575717,0.5089610679557972,1,99,0
32,5,100,49.52,10.27,1224.88,138.45673794665353,862,1564,540.11,30.864282583496724,443,610,684.77,129.91798928321643,2.2699257371669437,0.23862465526457777,0,100,0
64,6,100,201.74,17.38,8219.52,559.5363246348342,6992,10004,2341.21,48.10495574966022,2240,2461,5878.31,549.6506088581925,3.511089479729763,0.23147237632418124,0,100,0
128,7,100,811.59,28.18,47092.92,1545.5040933709179,43746,51202,9704.8,75.75585452590114,9524,9904,37388.12,1544.5784314527673,4.852784198963882,0.16234800826282803,0,100,0
