graph_index,n_vertices,n_edges,n_components,isolated_vertices,avg_degree,max_degree,density,is_bipartite,diameter,clique_number,avg_clustering,estimated_group_size,estimated_orbit_count,avg_hamming,min_hamming,max_hamming,hamming_1_count,hamming_gt1_count
0,32,31,1,0,1.9375,2,0.0625,1,31,2,0.0,8,2,1.8387096774193548,1,5,16,15
1,32,32,1,0,2.0,3,0.06451612903225806,1,25,2,0.0,8,3,1.90625,1,5,16,16
2,32,32,1,0,2.0,3,0.06451612903225806,1,21,2,0.0,8,3,1.875,1,5,16,16
3,32,32,1,0,2.0,3,0.06451612903225806,0,21,2,0.0,8,3,1.84375,1,5,16,16
4,32,32,1,0,2.0,3,0.06451612903225806,0,24,2,0.0,8,3,1.8125,1,5,17,15
5,32,32,1,0,2.0,3,0.06451612903225806,0,30,3,0.05208333333333333,8,3,1.84375,1,5,16,16
6,32,32,1,0,2.0,3,0.06451612903225806,1,22,2,0.0,8,3,1.875,1,5,16,16
7,32,32,1,0,2.0,3,0.06451612903225806,1,23,2,0.0,8,3,1.875,1,5,16,16
8,32,32,1,0,2.0,3,0.06451612903225806,1,17,2,0.0,8,3,1.90625,1,5,16,16
9,32,32,1,0,2.0,3,0.06451612903225806,1,19,2,0.0,8,3,1.875,1,5,16,16
10,32,32,1,0,2.0,3,0.06451612903225806,1,29,2,0.0,8,3,1.875,1,5,16,16
11,32,32,1,0,2.0,3,0.06451612903225806,0,21,2,0.0,8,3,1.84375,1,5,16,16
12,32,32,1,0,2.0,3,0.06451612903225806,0,28,2,0.0,8,3,1.84375,1,5,16,16
13,32,32,1,0,2.0,3,0.06451612903225806,1,27,2,0.0,8,3,1.90625,1,5,16,16
14,32,32,1,0,2.0,3,0.06451612903225806,0,16,2,0.0,8,3,1.875,1,5,16,16
15,32,32,1,0,2.0,3,0.06451612903225806,0,26,2,0.0,8,3,1.84375,1,5,16,16
16,32,32,1,0,2.0,3,0.06451612903225806,1,17,2,0.0,8,3,1.90625,1,5,16,16
17,32,32,1,0,2.0,3,0.06451612903225806,0,28,2,0.0,8,3,1.8125,1,5,17,15
18,32,32,1,0,2.0,3,0.06451612903225806,0,18,2,0.0,8,3,1.84375,1,5,16,16
19,32,32,1,0,2.0,3,0.06451612903225806,1,27,2,0.0,8,3,1.875,1,5,16,16
20,32,32,1,0,2.0,3,0.06451612903225806,1,27,2,0.0,8,3,1.875,1,5,16,16
21,32,32,1,0,2.0,3,0.06451612903225806,0,30,3,0.05208333333333333,8,3,1.8125,1,5,17,15
22,32,32,1,0,2.0,3,0.06451612903225806,0,26,2,0.0,8,3,1.875,1,5,16,16
23,32,32,1,0,2.0,3,0.06451612903225806,0,29,2,0.0,8,3,1.8125,1,5,17,15
24,32,32,1,0,2.0,3,0.06451612903225806,0,26,2,0.0,8,3,1.875,1,5,16,16
25,32,32,1,0,2.0,3,0.06451612903225806,0,30,3,0.05208333333333333,8,3,1.875,1,5,16,16
26,32,32,1,0,2.0,3,0.06451612903225806,0,30,3,0.05208333333333333,8,3,1.84375,1,5,16,16
27,32,32,1,0,2.0,3,0.06451612903225806,1,29,2,0.0,8,3,1.84375,1,5,16,16
28,32,32,1,0,2.0,3,0.06451612903225806,0,17,2,0.0,8,3,1.875,1,5,16,16
29,32,32,1,0,2.0,3,0.06451612903225806,0,26,2,0.0,8,3,1.84375,1,5,16,16
30,32,32,1,0,2.0,3,0.06451612903225806,1,27,2,0.0,8,3,1.84375,1,5,16,16
31,32,32,1,0,2.0,3,0.06451612903225806,0,16,2,0.0,8,3,1.90625,1,5,16,16
32,32,32,1,0,2.0,3,0.06451612903225806,1,27,2,0.0,8,3,1.84375,1,5,16,16
33,32,32,1,0,2.0,3,0.06451612903225806,0,18,2,0.0,8,3,1.875,1,5,16,16
34,32,32,1,0,2.0,3,0.06451612903225806,0,30,3,0.05208333333333333,8,3,1.8125,1,5,17,15
35,32,32,1,0,2.0,3,0.06451612903225806,1,18,2,0.0,8,3,1.90625,1,5,16,16
36,32,32,1,0,2.0,3,0.06451612903225806,1,17,2,0.0,8,3,1.90625,1,5,16,16
37,32,32,1,0,2.0,3,0.06451612903225806,0,17,2,0.0,8,3,1.875,1,5,16,16
38,32,32,1,0,2.0,3,0.06451612903225806,1,17,2,0.0,8,3,1.875,1,5,16,16
39,32,32,1,0,2.0,3,0.06451612903225806,1,30,2,0.0,8,3,1.84375,1,5,16,16
40,32,32,1,0,2.0,3,0.06451612903225806,0,16,2,0.0,8,3,1.84375,1,5,16,16
41,32,32,1,0,2.0,3,0.06451612903225806,0,26,2,0.0,8,3,1.84375,1,5,16,16
42,32,32,1,0,2.0,3,0.06451612903225806,0,28,2,0.0,8,3,1.84375,1,5,16,16
43,32,32,1,0,2.0,3,0.06451612903225806,0,27,2,0.0,8,3,1.84375,1,5,16,16
44,32,32,1,0,2.0,3,0.06451612903225806,1,18,2,0.0,8,3,1.90625,1,5,16,16
45,32,32,1,0,2.0,3,0.06451612903225806,0,28,2,0.0,8,3,1.84375,1,5,16,16
46,32,32,1,0,2.0,3,0.06451612903225806,0,30,3,0.05208333333333333,8,3,1.8125,1,5,17,15
47,32,32,1,0,2.0,3,0.06451612903225806,1,19,2,0.0,8,3,1.875,1,5,16,16
48,32,33,1,0,2.0625,3,0.06653225806451613,0,22,2,0.0,8,3,1.9090909090909092,1,5,16,17
49,32,33,1,0,2.0625,3,0.06653225806451613,0,15,2,0.0,8,3,1.878787878787879,1,5,17,16
